ID,Text,Class,Remarks
2869,"আজকের এই দিনে, ভাঙলো এই অন্তর!",Sadness,
2870,সময় জুড়ে শুধু শুন্যতা নীরবে ছুঁয়ে থাকে,Sadness,
2871,ভুলেও আমি ভাবিনি হারাবো কখানো তোমায় এভাবে,Sadness,
2872,দেয়ালে দেয়ালে খেয়ালে খেয়ালে হিসেবে বেহিসাবে তোমাকে খুজি,Sadness,
2873,আড়ালে আড়ালে কোথায় হারালে,Surprise,
2874,ফিরে তুমি আর আসবে না বুঝি,Sadness,
2875,আজ বলবো কি যে তোমায় তুমি অনেক ভালো থেকো,Sadness,
2876,আমি আমার মত না হয় প্লিজ নিজের খেয়াল রেখো !,Sadness,
2877,অনেক ভালো থেকো।,Happiness,
2878,বইয়ের ভার সত্যি ছিল সোজা।,Happiness,
2879,কাঁধ দুটো আজ ভীষণ রকম শক্ত অনেক ভারী দায়িত্বভারের বোঝা।,Sadness,
2880,স্বাধীনতা ও সুখ কেড়ে নিয়ে এই বুঝি!,Fear,
2881,পরাধীনতায় শান্তি ছিল খুব,Sadness,
2882,"দায়বদ্ধতাই ঘামে ভেজার থেকে সুখের ছিল,মাঝ পুকুরের ডুব।",Sadness,
2883,"মুখোমুখি হোক, বা পাশাপাশি- শান্তি খোঁজে কি এখনো কেবল কাছে আসায়?",Sadness,
2884,"বিস্ময় এই যে, খানিক ছুটি আর খানিক দমকা বাতাস পেলে ঢেউয়ের মতন ধাক্কা দিয়ে কে যেন শুনিয়ে যায়",Surprise,
2885,প্রেম কিছুতেই অর্থহীন নয়!,Happiness,
2886,"নদীতীরে দাঁড়িয়ে দেখি একদিকে যেমন জলের কলতান, অন্যপারে ধূ ধূ বালি আর কাদামাটি-",Happiness,
2887,তেমনি সুরে কী যেন ডেকে ওঠে মাটির ভেতর থেকে-,Surprise,
2888,"সুন্দর তো নয়, কেবল সোনালি প্রেমের পূজারী চাই!",Happiness,
2889,"নরম শিস দিয়ে ডেকে তোলে, জানায়- আছি, এইতো আছি!",Happiness,
2890,"যেটুকু পথ এখনো রয়েছে বাকি, তাতে বাঁচিয়ে রেখো প্রেম, আগলে রেখো সংবেদনের ক্ষয়-",Happiness,
2891,"তারই জোরে আমি আজও পথ হাঁটি, একান্তে প্রেমের সুরে কান পাতি।",Happiness,
2892,ক্ষতি নেই ভাঙ্গা খেলনাটার পাশে বসে মনের দ্বন্দ মেটানোই,Happiness,
2893,ক্ষতি নেই হেরে যাওয়া প্রেমিকের মন ভোলানোয়,Happiness,
2894,ক্ষতি নেই আমার এ দু'হাত ছেড়ে অন্য হাত ধরলে,Sadness,
2895,ক্ষতি নেই আমার বুকে পাথর রেখে অন্যকে ভালোবাসলে,Sadness,
2896,ক্ষতি নেই প্রশ্নের উত্তরে হোক আর একটা প্রশ্ন,Sadness,
2897,ক্ষতি নেই মেনে নেব সবই; শুধু তোমারি জন্য,Sadness,
2898,"আমায় দেখে তুমি ও কাঁদবে বিস্ময়ে, গতির অভাবে সুখ থেমে যাবে না তোমার ।",Sadness,
2899,"হাত বাড়ালে সঙ্গির অভাব হবে না, আমায় হয়তো আর খুঁজে পাবে না ।",Sadness,
2900,"দিন যাচ্ছে আজ একা একা এই আমার,",Sadness,
2901,অশ্রু সাথি হবে দেখো একদিন তোমার ।,Disgust,
2902,"থাকবে সবাই তোমার পাসে সারা বেলা,",Happiness,
2903,খুজে পাবে না হয়ত এই আমায় কোন বেলা ।,Sadness,
2904,"আছি দূরে কষ্ট নিয়ে আজ সুখে আছ তুমি,",Sadness,
2905,তোমার আকাশ সুনিল আর আমার মুরুভুমি,Sadness,
2906,তবে খুজে দেখো ঐ নীল আকাশের মাঝে।,Happiness,
2907,"যদি অনুভব করতে চাও আমায়, তবে অনুভব করো কালো অন্ধকারকে।",Sadness,
2908,"যদি সঙ্গি করতে চাও আমায়, তবে সঙ্গি করো নিঃসঙ্গতাকে।",Sadness,
2909,"যদি ভালোবাসতে চাও আমায়, তবে ভালোবাসো নয়নের অশ্রুকে।",Sadness,
2910,"যদি আপন করতে চাও আমায়, তবে আপন কর কষ্টকে।",Sadness,
2911,তবে খুজে দেখ কে আমি ?,Sadness,
2912,পারো কি বুঝতে আমায় ?,Surprise,
2913,কখনও কখনও বৃহত্তম হাসিতে সর্বাধিক ব্যথা লুকানো থাকে।,Sadness,
2914,"দেখো না আর পিছু ফিরে,",Sadness,
2915,ভাসিয়ো না আর নিজেকে অশ্রু জলে….,Sadness,
2916,"বুকে চাপা কান্না নিয়ে, মুখে মলিন হাসি নিয়ে… কেঁদো না আর চুপিসারে…",Sadness,
2917,"দেখো চেয়ে আমার চোখে, চেয়ে দেখি তোমার পথ চলা পিছু থেকে…",Sadness,
2918,রাত আসে ঘুম নিয়ে…খুজে নিও আমায় তোমার স্বপ্ন মাঝে…,Sadness,
2919,"আমি দুঃখিত, আমি তোমাকে আজকে সময় দিতে পারি নি।",Sadness,
2920,"ভেব না তুমি, আমি গেছি হারিয়ে…পড়বে না মনে আর তোমাকে…",Sadness,
2921,আছি তোমার ই পাশে ছায়া হয়ে…খুজে পাবে তোমার হৃদয় মাঝে.!!,Happiness,
2922,"ভালোবাসার মন ফাগুনে, তোমার জন্য সুর বুনেছি।",Happiness,
2923,"সুরের সাথে তাল সাজিয়ে, ছোট্ট একটি গান লিখেছি।",Happiness,
2924,"গানের ভাষায়, মনের আশায় তোমার একটা নাম রেখেছি।",Happiness,
2925,"নামের সাথে যতন করে, তোমায় অনেক ভালোবেসেছি।",Happiness,
2926,হারানোর ভয় তো সেই বেশি পায় যে সত্যিকারে ভালোবাসে।,Happiness,
2927,"মনের মাঝে শুধুই তুমি, রেখে বাজি নিজের প্রাণ।",Happiness,
2928,"বাঁধানো সুখের বাগান, সাজিয়ে গুছিয়ে রাখবো যে তা",Happiness,
2929,"থেকো পাশে হাতটি ধরে, মন পাঁজরে রেখো।",Happiness,
2930,"সারা জীবন আপন ভেবে, আমার হয়ে থেকো।",Happiness,
2931,মাঝরাতের বোবা কান্না আর চোখের জল কখনো মিথ্যা হয় না।,Sadness,
2932,"জীবন তরীর মাঝ সমুদ্রে, ঢেউ যদি কভু আসে, দুজন মিলে পাড়ি দেবো, আমরা মিলে মিশে।",Happiness,
2933,"তোমার মুখের হাসি দেখে,কাটাবো সারা জীবন।",Happiness,
2934,"নিজের হাতে, তোমার নামে সঁপে দিলাম এ মন।",Happiness,
2935,"হাসবে তুমি, দেখবো আমি মুচকি মুচকি হেসে,",Happiness,
2936,"সুখের পথের পথিক হয়ে,",Happiness,
2937,"সুখের পথের পথিক হয়ে, যাবো ভালোবেসে।",Happiness,
2938,কারও সাথে অসন্তুষ্ট হওয়ার চেয়ে একা সুখী হওয়া ভাল।,Disgust,
2939,"কষ্ট যদি পাও গো তুমি, খাতায় লিখে রেখো,",Sadness,
2940,"সুযোগ বুঝে আমায় তুমি, ইচ্ছে মতন বোকো।",Anger,
2941,"দুষ্ট মিষ্টি স্মৃতি নিয়ে কাটাবো আমরণ,",Happiness,
2942,তোমার মাঝেই হারাতে রাজি ভেবে দেখো বিচক্ষণ,Happiness,
2943,"তুমি আমার রাতের আকাশের উজ্জ্বল সুখতারা,",Happiness,
2944,থাকবো দুজন খুশিতে এমন হয়ে পাগলপাড়া।,Happiness,
2945,কাছের মানুষ গুলোই একদিন দূরের হয়ে যায় যদি স্বার্থ ফুরিয়ে যায়।,Sadness,
2946,"ভালোবাসার অপর নাম, তোমার নামেই লিখে নিলাম,",Happiness,
2947,মুক্ত আকাশের চিলেকোঠায় স্বর্ণাক্ষরে গেঁথে দিলাম।,Happiness,
2948,যাবে কি পুকুর পাড়ে রাতের বেলায়?,Surprise,
2949,"দুজন মিলে জোস্না ছুঁবো তারার মেলায়,",Happiness,
2950,"তোমার কোলে মাথা রেখে দেখবো ওই চাঁদ,",Happiness,
2951,ভালোবেসে কাটিয়ে দেব সারা নিশি রাত !!!!,Happiness,
2952,একদিন অনেকগুলো অভিযোগ লিখে হারিয়ে যাবো দূরে কোথাও।,Sadness,
2953,"ওই দেখা যায় প্রেম গাছ, ওই আমাদের আশা,",Happiness,
2954,ওই খানেতে বাস করে ভালোবাসা.,Happiness,
2955,ভালোবাসা তুই চাস কি ?,Surprise,
2956,মনের মতো মন পাস্ কি ?,Surprise,
2957,"একটা যদি পাস্, আমায় খবর দিয়ে যাস !",Happiness,
2958,এ শহরে বোঝার মানুষের থেকে ভুল বোঝার মানুষ বেশি।,Sadness,
2959,"তুমি আমার প্রথম সকাল, একাকী বিকেল, শান্ত দুপুর বেলা,",Happiness,
2960,"তুমি আমার সারা দিন, তুমি সারা বেলা,",Happiness,
2961,তুমি আমার একটু খানি ছোয়ায় অনেক খানি পাওয়া.,Happiness,
2962,তুমি আমার কড়া রোধের মিষ্টি শীতল হাওয়া !,Happiness,
2963,"জানিনা কি ভাবে তোমার দেখা পাবো,",Sadness,
2964,"জানিনা তোমাকে কি ভাবে কাছে পাবো,",Sadness,
2965,"জানিনা কতটা আপন ভাব তুমি আমায়,",Sadness,
2966,শুধু জানি আমার এই অবুজ মনটা ভীষণ ভালোবাসে তোমায় !,Happiness,
2967,"যেতে যেতে পথে হবে প্রেম, শুধু দুটি মনে,",Happiness,
2968,অনুভবে কথা হবে ভালোবাসারই এই মিলনে.,Happiness,
2969,"মেঘেরই পালকিতে উড়ে উড়ে , পাখিরা যায় বহু দূরে.",Happiness,
2970,"আকাশটা থাকে পিছনে, স্বপ্নের নীল ভুবনে !",Happiness,
2971,হারাবো আজ শুধু ভালোবেসে দুজনে !,Happiness,
2972,ব্যর্থতা আমাকে শক্তি দিয়েছে। ব্যথা দিয়েছে আমার প্রেরণা।,Happiness,
2973,"মন নেই ভালো, জানিনা কি হলো.",Sadness,
2974,"পাশে নেই তুমি, কি করি আমি !",Sadness,
2975,"পাখি যদি হতাম আমি এই জীবনে, তোমায় নিয়ে উড়ে যেতাম অচিন ভুবনে ……",Happiness,
2976,কখনও কখনও ব্যথা আপনাকে আরও শক্তিশালী হতে সাহায্য করে।,Happiness,
2977,কতটা হাত বাড়িয়ে দিলে তোমার মন ধরা যায়?,Surprise,
2978,"পাবো কি পাবোনা জানিনা , তোমাকেতো বুঝিনা.",Sadness,
2979,"তবু তোমার প্রেমে আমি পড়েছি,",Happiness,
2980,বেঁচে থেকেও যেন আমি মরেছি.,Sadness,
2981,যন্ত্রণা ও ত্যাগ ছাড়া সফল হতে পারবেন না।,Sadness,
2982,"তোমার সুভাষে পাগল আমার এই মন,",Happiness,
2983,তাইতো বন্ধু তোমার পাশে থাকতে চাই সারাক্ষন.,Happiness,
2984,নিবেকি বন্ধু কাছে টেনে আমায় ?,Surprise,
2985,আমি অনন্তকাল ভালোবেসে যাবো তোমায় !!!!!,Happiness,
2986,মানুষ আপনার সাফল্য দেখবে কিন্তু তারা আপনার সংগ্রাম দেখতে পাবে না।,Disgust,
2987,"ফুলের মতো ফুটে আছে আকাশের ওই তারা,",Happiness,
2988,"একা আমি ভালো লাগে না বন্ধু তোমায় ছাড়া,",Sadness,
2989,"তুমি ছাড়া এই মনটা কিছু বুঝে না,",Happiness,
2990,পাখি হয়ে আমার কাছে উড়ে এসোনা !!!,Happiness,
2991,"মনটা দিলাম তোমার হাতে যতনকরে রেখো,,",Happiness,
2992,হৃদয় মাঝে ছোট্ট করে আমার ছবি এঁকো..,Happiness,
2993,"স্বপ্ন গুলো দিলাম তাতে আরওদিলাম আশা,,",Happiness,
2994,মনের মতো সাজিয়ে নিও আমার ভালবাসা…,Happiness,
2995,তোমার বুকে নীলের আভা তুমিই মেঘবতী।,Happiness,
2996,ইচ্ছে করে তোমায় ছুঁতে আকাশ হতাম যদি,Happiness,
2997,মাঝে মাঝে একা থাকা ভালো কেউ আপনাকে আঘাত করতে পারে না।,Disgust,
2998,"ডালটি হলো সবুজ, ফুলটি হলো লাল,",Happiness,
2999,তোমার আমার ভালোবাসা থাকবে চিরকাল।,Happiness,
3000,একা থাকাই ভালো অন্তত কষ্ট দেওয়ার মতো কেউ থাকবে না।,Disgust,
3001,"তোমার মুখের হাসি টুকু লাগে আমার ভালো,",Happiness,
3002,তুমি আমার ভালবাসা বেঁচে থাকার আলো।,Happiness,
3003,"রাজার যেমন রাজ্য আছে আমার আছ তুমি,",Happiness,
3004,তুমি ছাড়া আমার জীবন শূধু মরুভুমি।,Sadness,
3005,হাজারো বেস্ততার মাঝে তোমার কথা ভাবি,Happiness,
3006,"মিষ্টি চাঁদের মিষ্টি আলো, বাসি তোমায় অনেক ভালো.",Happiness,
3007,"মিটি মিটি তারার মেলা, দেখবো তোমায় সারাবেলা.",Happiness,
3008,"নিশিরাতে শান্ত ভুবন, চাইবো তোমায় সারাজীবন ।",Happiness,
3009,"মন যদি আকাশ হত তুমি হতে চাঁদ,,ভালবেসে যেতাম শুধু হাতে রেখে হাত.",Happiness,
3010,"সুখ যদি হৃদয় হত তুমি হতে হাসি,,",Happiness,
3011,হৃদয়ের দুয়ার খুলে দিয়ে বলতাম তোমায় ভালবাসি..!!,Happiness,
3012,আমি এখন ভাবছি তোমায়।,Happiness,
3013,"তোর জন্য আনতে পারি আকাশ থেকে তারা,",Happiness,
3014,তুই বললে বাচতে পারি অক্সিজেন ছাড়া।,Happiness,
3015,"পৃথিবী থেকে লুটাতে পারি বন্ধু তোরি পায়,",Happiness,
3016,"এবার তুই বল, এভাবে আর কত মিথ্যা বলা যায় !!!",Disgust,
3017,"মিষ্টি হেসে কথা বলে পাগল করে দিলে,",Happiness,
3018,"তোমায় নিয়ে হারিয়ে যাব আকাশের নীলে,",Happiness,
3019,তোমার জন্য মনে আমার অফুরন্ত আশা,Happiness,
3020,সারা জীবন পেতে চাই তোমার ভালোবাসা ।,Happiness,
3021,আমি হটাৎ শুনলাম কেউ আমার কানেকানে তোমার কথা বলছে,Surprise,
3022,"মাটির কোনায় কোনায় জলের বসবাস, পাতার ফোকড়ে ফোকড়ে পাখির বসবাস",Happiness,
3023,নদীর কুলে কুলে নৌকার বসবাস,Happiness,
3024,পাহাড়ের মাঝে ঝরনার বসবাস,Happiness,
3025,অগনিত তারার মাঝে চাঁদের বসবাস,Happiness,
3026,মানুষের দেহের মাঝে আত্মার বসবাস,Happiness,
3027,আমার মনের মাঝে তোমার বসবাস ।,Happiness,
3028,প্রেম এক সুখ পাখি! পুষতে হয় বুকের খাচায়।,Happiness,
3029,সেই প্রেম পৃথিবীতে কাউকে হাসায় আবার কাউকে কাঁদায়।,Sadness,
3030,"চোখে আছে কাজল কানে আছে দুল, ঠোট যেন রক্তে রাঙা ফুল, চোখ একটু ছোট মুখে মিষ্টি হাসি",Happiness,
3031,এমন একজন মেয়েকে সত্যি আমি ভালোবাসি।,Happiness,
3032,দেখো চাঁদের দিকে; কত যে কষ্ট তাঁর বুকে..,Sadness,
3033,"কখনো কালো মেঘ ঢেকে যায়,,",Sadness,
3034,কখনো সে জ্যোৎস্না হারায়…,Sadness,
3035,"তবুও জ্যোৎস্না ছড়িয়ে সে হাসে,,কারণ সে আকাশ কে ভালবাসে…!!",Happiness,
3036,"কার বেশি ভুল ছিল জানিনা, হয়তো তোমার, নয়তো আমার",Sadness,
3037,ভালোবাসা তার জন্য যে ভালোবাসতে জানে ..,Happiness,
3038,"মন তাকে দেওয়া যায়, যে অনুভব করতে জানে !..",Happiness,
3039,"বিশ্বাস তাকে কর, যে রাখতে জানে ..",Happiness,
3040,"আর ভালোবাস তাকে, যে ভালোবাসা দিতে জানে….",Happiness,
3041,"নিষ্ঠূর তুমি, কেমন তোমার মন?",Disgust,
3042,"তোমায় আমি বলতে চাই, তুমি ছাড়া প্রিয় আর কেহ নাই ।",Happiness,
3043,"ভালবাসি শুধু তোমায় আমি, জনম জনম ভালবাসতে চাই।",Happiness,
3044,"ভালবাসা মানে আবেগের পাগলামি,",Happiness,
3045,ভালোবাসা মানে কিছুটা দুষ্টামি ।,Happiness,
3046,"ভালোবাসা মানে শুধু কল্পনাতে ডুবে থাকা,,",Happiness,
3047,ভালোবাসা মানে অন্যের মাঝে নিজের ছায়া দেখা ।,Happiness,
3048,মনে কি পড়েনা একটুও আমাকে?,Sadness,
3049,"তোমার জন্য স্বপ্ন দেখি তুমি আসবে বলে,",Happiness,
3050,তোমার জন্য অপেক্ষায় আছি তুমি ভালোবাসবে বলে।,Happiness,
3051,তুমি কি জানো কতটা মিস করি আমি তোমাকে!,Surprise,
3052,মনের মধ্যে প্রবহমান ঝর্ণা এনে দিল ভালবাসার বন্যা।,Happiness,
3053,ভাসিয়ে নিল বিস্মৃতির ভেলা শুরু হল ভালবাসার খেলা।,Happiness,
3054,"জোসনা ভরা গভীর রাতে, কথা বলি চাঁদের সাথে",Happiness,
3055,তোমাকে ভেবে পৃথিবী আমার অদেখা তবু একে যাই,Sadness,
3056,আমার ভেতর শুধু তুমি আর তো কিছু পায়নি ঠাই…..,Sadness,
3057,আজও কি ভাবো আমায়? আমি আজও ভুলিনি তোমায়,Sadness,
3058,যদি বৃষ্টি হতাম…… তোমার দৃষ্টি ছুঁয়ে দিতাম।,Sadness,
3059,চোখে জমা বিষাদ টুকু এক নিমিষে ধুয়ে দিতাম।,Sadness,
3060,"মেঘলা বরণ অঙ্গ জুড়ে তুমি আমায় জড়িয়ে নিতে,",Happiness,
3061,কষ্ট আর পারতো না তোমায় অকারণে কষ্ট দিতে..!,Happiness,
3062,"মেঘে ঢাকা চাঁদের মতো, স্বপ্ন আমার ছিল",Sadness,
3063,"বসন্তের ফুল দিব তোমায়, দিব কোকিলের গান,",Happiness,
3064,"গৃষ্মের তাপ দিব তোমায়, দিব ফলের ঘ্রাণ।",Happiness,
3065,"বর্ষার বৃষ্টি নাও তুমি, নাও মাছের স্বাদ,",Happiness,
3066,"শরতের সাদা আকাশ হবে তোমার, পাবে হেমন্ত ধানের ভাত।",Happiness,
3067,"শীতে দিব তোমায় কুয়াশার চাদর,",Happiness,
3068,মিষ্টি রোদে পাবে তুমি নতুন ভোর।,Happiness,
3069,স্বপ্নহীন জীবন হৃদয় এখন তোমায় ছাড়া।,Sadness,
3070,"দিন যায় দিন আসে, সময়ের স্রোতে ভেসে,",Sadness,
3071,"কেউ কাঁদে কেউ হাসে, তাতে কি যায় আসে,",Sadness,
3072,"খুঁজে দেখো আসে পাশে, কেউ তোমায় তার জীবনের চেয়ে বেশি ভালোবাসে ।",Happiness,
3073,মিস ইউ,Sadness,
3074,"তুমি আমার রঙিন স্বপ্ন, শিল্পীর রঙে ছবি,",Happiness,
3075,"তুমি আমার চাঁদের আলো, সকাল বেলার রবি,",Happiness,
3076,"তুমি আমার নদীর মাঝে একটি মাত্র কুল,",Happiness,
3077,তুমি আমার ভালোবাসার শিউলি বকুল ফুল ।,Happiness,
3078,কখনও ভাবিনি আকাশ এতো নীল কেন?,Surprise,
3079,"হাজার তারা চাইনা আমি, একটা চাঁদ চাই,",Happiness,
3080,হাজার ফুল চাইনা আমি একটা গোলাপ চাই.,Happiness,
3081,"হাজার জনম চাইনা আমি একটা জনম চাই,",Happiness,
3082,সেই জনমে যেন শুধু তোমায় আমি পাই ।,Happiness,
3083,"জীবন প্রভাতে মনের মাঁলাতে গেথে ছিলাম যত ফুল,, আজ দেখি হায় ফুল সেতো নয়,, সবি জীবনের ভূল।",Sadness,
3084,শুধু ভেবেছি কাছের মানুষকে এতো মিস করি কেন?,Sadness,
3085,"যে ফুল দিয়ে গাথঁবো মালা,, আশা ছিলো মনে, সে ফুল হারিয়ে আমি,, ঘুরি বনে বনে।",Sadness,
3086,সাগর এতো গভীর কেন? ফুল এতো সুন্দর কেন?,Surprise,
3087,"আকাশ ভরা লক্ষ তাঁরা মিটি মিটি হাসে,,",Happiness,
3088,ঘুমের ঘোরে স্বপ্নে দেখি তুমি আমার পাশে।,Happiness,
3089,এখনো তোমায় খুঁজি হাজার লোকের ভিড়ে,Sadness,
3090,"যেখানে যতন করে রেকেছ এই মন, সেখানে রেখগ আমায় সারাটি জীবন",Happiness,
3091,তোমাকে ছাড়া যেখানে তাকি সারাক্কন মনে থাকে ভয়.,Fear,
3092,তোমারি বুকের মাঝে যেন আমার নিরাপধ আশ্রয় ।,Happiness,
3093,এখনো আমি লোকালয় ছেড়ে নির্জনতায় তোমাকেই খুঁজি।,Sadness,
3094,"ভালবাসি বাগানের ঝরে যাব ফুল,",Happiness,
3095,"ভালবাসি মেঘলা নদীর কুল,",Happiness,
3096,ভালবাসি উড়ন্ত ১ ঝাক পাখি। ..,Happiness,
3097,আর ভালবাসি তোমার ওই দুই নয়নের আখি।,Happiness,
3098,হৃদয় জুড়ে অস্থিরতা এখনো আমি বুঝি,Disgust,
3099,"আমার জীবনে কেউ নেই তুমি ছাড়া,",Sadness,
3100,"আমার জীবনে কোনও স্বপ্ন নেই তুমি ছাড়া ,",Sadness,
3101,"আমার দুচোখ কিছু খোজেনা তোমায় ছাড়া,",Sadness,
3102,"আমি কিছু ভাবতে পারিনা তোমায় ছাড়া ,",Sadness,
3103,"আমি কিছু লিখতে পারিনা তোমার নাম ছাড়া,",Sadness,
3104,আমি কিছু বুঝতে চাইনা তোমায় ছাড়া !,Sadness,
3105,। বিস্মৃতী । হয়তো আমি তারে ভালোবাসিনি,Sadness,
3106,হৃদয়ের চোখ খুলে দেখিনি অনিন্দ্য প্রেম,Sadness,
3107,"যতটুকু চেয়েছিল তার চোখ,ফিরে গেছে নিরাশায় অপূর্ণতায় পূর্ণ তার অপেক্ষা",Sadness,
3108,উপেক্ষার উত্তাপে গলে পড়া আমাদের সম্পর্কের কাচ,Sadness,
3109,বালির বাধে যেখানে টিকে থাকে শুধু প্রেমহীন প্রয়োজন,Sadness,
3110,কোন এক বৃষ্টির দিনে আমার সেকথা মনে পড়ছে,Sadness,
3111,বিষন্ন কফির ধোয়ায় আমার মনে পড়ছে,Sadness,
3112,তোমার সাথে আমার ছিল প্রণয়ের দিন।,Happiness,
3113,তোমার সাথে আমার ছিল প্রণয়ের রাত।,Happiness,
3114,অপরাহ্নের ম্লান আভা ছড়িয়ে যাচ্ছে চারিদিকে,Happiness,
3115,মেঘের আলিংগনে ধূসর হচ্ছে অস্ফুষ্ট চাদোয়া,Happiness,
3116,"বিরক্তিমাখা কঠিন মুখ,কপালের চিন্তিত ভাজ",Disgust,
3117,শত অভিনয়ের সময় আমাকে নিস্তেজ করেছে,Disgust,
3118,আমি তারার দলে তারা হয়ে গেছি,Happiness,
3119,দেখেছি ঐন্দ্রজালিক হৃদয়ভাংগা,Sadness,
3120,সাপের খোলসের মত বেরিয়ে এসেছে সমকালীন বিষ,Sadness,
3121,তীব্র নীলে আমি নীলকন্ঠ হয়েছি ক্রমশ,Happiness,
3122,মানুষ হারিয়ে সে মানুষ খুজেছে,Sadness,
3123,"আমি মানুষ পুষেছি,তারপর তারা এলো",Sadness,
3124,আমাদের ছোট পৃথিবীটা হারিয়ে গেলো,Sadness,
3125,"অবশ্য আমি তাকে গুছিয়ে রেখেছি অতীতে,স্বযত্নে",Happiness,
3126,সূর্যের দিন একটি একটি করে চলে যাচ্ছে,Sadness,
3127,"অনন্ত ঘোরে থাকতে থাকতে আমি ভুলে যাচ্ছি,আমি ভুলে যাচ্ছি",Sadness,
3128,তোমার সাথে আমার ছিল প্রণয়ের দিন।,Happiness,
3129,তোমার সাথে আমার ছিল প্রণয়ের রাত।,Happiness,
3130,তোমার বুকে নীলের আভা তুমিই মেঘবতী।,Happiness,
3131,ইচ্ছে করে তোমায় ছুঁতে আকাশ হতাম যদি,Happiness,
3132,গোলাপ দিলাম না শুকিয়ে যাবে বলে,Sadness,
3133,"ডালটি হলো সবুজ, ফুলটি হলো লাল, ঠিক ভালোবাসার রং এর মতো ",Happiness,
3134,তোমার আমার ভালোবাসা থাকবে চিরকাল।,Happiness,
3135,স্বপ্ন দিলাম না ভেঙে যাবে বলে,Sadness,
3136,"তোমার মুখের হাসি টুকু লাগে আমার ভালো,",Happiness,
3137,তুমি আমার ভালবাসা বেঁচে থাকার আলো।,Happiness,
3138,"রাজার যেমন রাজ্য আছে আমার আছ তুমি,",Happiness,
3139,তুমি ছাড়া আমার জীবন শূধু মরুভুমি।,Sadness,
3140,আর কোনো দিন ফিরে না আসলে মনে রাখবে কি আমায়,Sadness,
3141,"মিষ্টি চাঁদের মিষ্টি আলো,",Happiness,
3142,বাসি তোমায় অনেক ভালো.,Happiness,
3143,"নিশিরাতে শান্ত ভুবন,",Happiness,
3144,চাইবো তোমায় সারাজীবন ।,Happiness,
3145,পোঁড়া বাঁশি কে বাজায়?,Surprise,
3146,"আমায় যে কাঁদায়, তাকে আমার শত কষ্ট দিতে ইচ্ছা করলেও আমি পারবোনা ",Sadness,
3147,মন বেঁধে রাখি তবুও সে হারায়।,Sadness,
3148,"সুখ নিংড়ে কষ্ট ভাসে, প্রবল স্রোতের তরে।",Sadness,
3149,আমি যেনো ডুবো তরী অচিন নদীর পাড়ে….,Sadness,
3150,"স্বপ্ন ভরা এই জীবনে কষ্ট যখন আসে, হায় কেউ থাকেনা আমার পাশে দুঃখের অভিলাসে।",Sadness,
3151,"স্বপ্নহারা হৃদয় ভাঙা কঠিন মানুষগুলো, এক অতীতে কেমন করে অনেক খুশি ছিল।",Sadness,
3152,"৫. কষ্ট যেখানে দুহাত বাড়িয়ে দেয়, শ্রাবণ ঢল সেখানে অঝোর বৃষ্টি নিয়ে হাজির হয়।",Sadness,
3153,"৬. হৃদয়ে যেথায় মরু হাহাকার সুখ সেখানে ফাঁকি, দুচোখ ভরে কষ্ট চেপে মুখ লুকিয়ে রাখি।",Sadness,
3154,"কষ্ট বুঝি পরশ পাথর আমার অভিধানে,",Sadness,
3155,কতো মানুষ পর হলো যে মিথ্যে মায়ার টানে,Sadness,
3156,"খুব ঠকেও সুখ খুঁজেছি স্বপ্ন দেখার ভিড়ে,",Sadness,
3157,কষ্ট যেন আসলো ছুয়ে নিলো আমায় ঘিরে।,Sadness,
3158,"কষ্ট সয়ে রাত পোহালো তবু কান্না করা বারণ,",Sadness,
3159,"তোমায় যতবার হারিয়ে খুঁজি, যদি ততবার নিজেকে খুঁজতাম, তাহলে হয়তো নিজেকে হারাতাম না।",Sadness,
3160,আজ শিকল পরিয়ে আমার চোখে তুমি ভালোবাসো আকঁছো…. কাদঁতে পারছি না আমি…..,Sadness,
3161,"ভালোবাসা তখনই অসহায়, যখন অবহেলা সামনে এসে দাঁড়ায়।",Sadness,
3162, নিজের সর্বস্ব দিয়েও বুঝি তোমাকে পাওয়া হলো না।,Sadness,
3163,তোমার ভালোবাসার ভার সইতে পারছি না।,Sadness,
3164, জনমে জনমে পূজনীয় প্রেম অবহেলার পাত্রে উৎসর্গ করা হয়েছিলো- শত কষ্টে আধারে প্রদীপ জ্বেলে অগ্নিশিখা জ্বলেছিল।,Sadness,
3165,কারো জন্য অপেক্ষা করে কিছু বলতেও পারা যায় না।,Sadness,
3166,আবার সহ্য করা যায় না।,Sadness,
3167,"স্বপ্ন ভাঙ্গা এই শহরে কষ্ট ছিল যত, উড়িয়ে দিলাম ঐ আকাশে রঙিন ঘুড়ির মত।",Sadness,
3168,"কষ্ট দিয়ে বাঁধো আমায় স্বপ্ন ছুঁয়ে দিও, একলা শহরে হাঁটবে যখন আমায় খুঁজে নিও।",Sadness,
3169,শুনেছি ভালোবাসায় নাকি সুখ কম কষ্টের পাল্লায় বেশি হয়।‌,Sadness,
3170,তবুও ভালোবেসে ছেড়ে যাওয়া মানুষের কত ভয়।,Fear,
3171,নদী ভাঙনের মতো তিলে তিলে কষ্টের হৃদয় ভাঙ্গা টাও বুঝি এত গভীর। যেখানে মানুষটা শুধু পৃথিবীর মতোই স্থবির।,Sadness,
3172,"কি ভয়ানক সেই যন্ত্রনা, যখন মানুষ ভালোবাসা হারিয়ে ফেলে।",Fear,
